"","created","user_id","method","currency","amount"
"1296","2020-12-03 05:13:02.685+00",3309,"bt","mxn",200
"1297","2020-12-03 05:13:02.156+00",3309,"bt","mxn",200
"1298","2020-12-03 05:13:01.292+00",3309,"bt","mxn",200
"1299","2020-12-03 05:13:00.203+00",3309,"bt","mxn",200
"1300","2020-12-03 05:12:59.07+00",3309,"spei","mxn",50
"1301","2020-12-03 05:12:33.165+00",3309,"bt","mxn",1
"1302","2020-12-03 05:12:32.461+00",3309,"bt","mxn",1
"1303","2020-12-03 05:12:31.577+00",3309,"bt","mxn",1
"1304","2020-12-03 04:41:20.286+00",3309,"bt","mxn",200
"1305","2020-12-03 04:41:19.821+00",3309,"bt","mxn",200
"1306","2020-12-03 04:41:19.075+00",3309,"bt","mxn",200
"1307","2020-12-03 04:41:18.228+00",3309,"bt","mxn",200
"1308","2020-12-03 04:41:17.332+00",3309,"spei","mxn",50
"1309","2020-12-03 04:40:57.192+00",3309,"bt","mxn",1
"1310","2020-12-03 04:40:56.526+00",3309,"bt","mxn",1
"1311","2020-12-03 04:40:55.681+00",3309,"bt","mxn",1
"1312","2020-12-03 04:01:36.503+00",3309,"bt","mxn",200
"1313","2020-12-03 04:01:35.951+00",3309,"bt","mxn",200
"1314","2020-12-03 04:01:35.148+00",3309,"bt","mxn",200
"1315","2020-12-03 04:01:34.393+00",3309,"bt","mxn",200
"1316","2020-12-03 04:01:33.503+00",3309,"spei","mxn",50
"1317","2020-12-03 04:01:15.052+00",3309,"bt","mxn",1
"1318","2020-12-03 04:01:14.398+00",3309,"bt","mxn",1
"1319","2020-12-03 04:01:13.406+00",3309,"bt","mxn",1
"1320","2020-12-03 03:19:13.286+00",3309,"bt","mxn",200
"1321","2020-12-03 03:19:12.515+00",3309,"bt","mxn",200
"1322","2020-12-03 03:19:11.389+00",3309,"bt","mxn",200
"1323","2020-12-03 03:19:10.399+00",3309,"bt","mxn",200
"1324","2020-12-03 03:19:09.514+00",3309,"spei","mxn",50
"1325","2020-12-03 03:18:51.424+00",3309,"bt","mxn",1
"1326","2020-12-03 03:18:50.446+00",3309,"bt","mxn",1
"1327","2020-12-03 03:18:49.465+00",3309,"bt","mxn",1
"1328","2020-12-03 02:15:20.499+00",3309,"bt","mxn",200
"1329","2020-12-03 02:15:19.889+00",3309,"bt","mxn",200
"1330","2020-12-03 02:15:19.081+00",3309,"bt","mxn",200
"1331","2020-12-03 02:15:18.287+00",3309,"bt","mxn",200
"1332","2020-12-03 02:15:17.264+00",3309,"spei","mxn",50
"1333","2020-12-03 02:14:57.992+00",3309,"bt","mxn",1
"1334","2020-12-03 02:14:57.308+00",3309,"bt","mxn",1
"1335","2020-12-03 02:14:56.368+00",3309,"bt","mxn",1
"1336","2020-12-03 01:50:32.186+00",3309,"spei","mxn",50
"1337","2020-12-03 00:43:03.906+00",3309,"bt","mxn",200
"1338","2020-12-03 00:43:02.979+00",3309,"bt","mxn",200
"1339","2020-12-03 00:43:02.109+00",3309,"bt","mxn",200
"1340","2020-12-03 00:43:01.004+00",3309,"bt","mxn",200
"1341","2020-12-03 00:42:59.796+00",3309,"spei","mxn",50
"1342","2020-12-03 00:42:45.62+00",3309,"bt","mxn",1
"1343","2020-12-03 00:42:44.90+00",3309,"bt","mxn",1
"1344","2020-12-03 00:42:43.966+00",3309,"bt","mxn",1
"1345","2020-12-03 00:39:42.802+00",3309,"bt","mxn",200
"1346","2020-12-03 00:39:42.305+00",3309,"bt","mxn",200
"1347","2020-12-03 00:39:41.641+00",3309,"bt","mxn",200
"1348","2020-12-03 00:39:40.883+00",3309,"bt","mxn",200
"1349","2020-12-03 00:39:39.865+00",3309,"spei","mxn",50
"1350","2020-12-03 00:39:25.921+00",3309,"bt","mxn",1
"1351","2020-12-03 00:39:25.277+00",3309,"bt","mxn",1
"1352","2020-12-03 00:39:24.361+00",3309,"bt","mxn",1
"1353","2020-12-03 00:31:15.824+00",3309,"bt","mxn",200
"1354","2020-12-03 00:31:15.272+00",3309,"bt","mxn",200
"1355","2020-12-03 00:31:14.516+00",3309,"bt","mxn",200
"1356","2020-12-03 00:31:13.621+00",3309,"bt","mxn",200
"1357","2020-12-03 00:31:12.849+00",3309,"spei","mxn",50
"1358","2020-12-03 00:30:54.311+00",3309,"bt","mxn",1
"1359","2020-12-03 00:30:53.436+00",3309,"bt","mxn",1
"1360","2020-12-03 00:30:52.70+00",3309,"bt","mxn",1
"1361","2020-12-02 23:37:49.797+00",3309,"bt","mxn",200
"1362","2020-12-02 23:37:49.293+00",3309,"bt","mxn",200
"1363","2020-12-02 23:37:48.614+00",3309,"bt","mxn",200
"1364","2020-12-02 23:37:47.808+00",3309,"bt","mxn",200
"1365","2020-12-02 23:37:46.938+00",3309,"spei","mxn",50
"1366","2020-12-02 23:37:29.424+00",3309,"bt","mxn",1
"1367","2020-12-02 23:37:28.813+00",3309,"bt","mxn",1
"1368","2020-12-02 23:37:27.903+00",3309,"bt","mxn",1
"1369","2020-12-02 22:43:27.052+00",3309,"bt","mxn",200
"1370","2020-12-02 22:43:26.579+00",3309,"bt","mxn",200
"1371","2020-12-02 22:43:25.899+00",3309,"bt","mxn",200
"1372","2020-12-02 22:43:25.188+00",3309,"bt","mxn",200
"1373","2020-12-02 22:43:24.326+00",3309,"spei","mxn",50
"1374","2020-12-02 22:43:07.786+00",3309,"bt","mxn",1
"1375","2020-12-02 22:43:07.238+00",3309,"bt","mxn",1
"1376","2020-12-02 22:43:06.56+00",3309,"bt","mxn",1
"1377","2020-12-02 20:09:40.479+00",3309,"bt","mxn",200
"1378","2020-12-02 20:09:40.021+00",3309,"bt","mxn",200
"1379","2020-12-02 20:09:39.188+00",3309,"bt","mxn",200
"1380","2020-12-02 20:09:38.404+00",3309,"bt","mxn",200
"1381","2020-12-02 20:09:37.623+00",3309,"spei","mxn",50
"1382","2020-12-02 20:09:22.811+00",3309,"bt","mxn",1
"1383","2020-12-02 20:09:22.037+00",3309,"bt","mxn",1
"1384","2020-12-02 20:09:21.318+00",3309,"bt","mxn",1
"1385","2020-12-02 18:44:14.162+00",3309,"bt","mxn",1
"1386","2020-12-02 18:41:59.415+00",3309,"bt","mxn",200
"1387","2020-12-02 18:41:58.866+00",3309,"bt","mxn",200
"1388","2020-12-02 18:41:58.152+00",3309,"bt","mxn",200
"1389","2020-12-02 18:41:57.336+00",3309,"bt","mxn",200
"1390","2020-12-02 18:41:56.479+00",3309,"spei","mxn",50
"1391","2020-12-02 18:41:39.298+00",3309,"bt","mxn",1
"1392","2020-12-02 18:41:38.444+00",3309,"bt","mxn",1
"1393","2020-12-02 18:30:36.329+00",3309,"bt","mxn",1
"1394","2020-12-02 18:15:58.736+00",3309,"bt","mxn",200
"1395","2020-12-02 18:15:58.164+00",3309,"bt","mxn",200
"1396","2020-12-02 18:15:57.339+00",3309,"bt","mxn",200
"1397","2020-12-02 18:15:56.53+00",3309,"bt","mxn",200
"1398","2020-12-02 18:15:55.668+00",3309,"spei","mxn",50
"1399","2020-12-02 18:15:38.014+00",3309,"bt","mxn",1
"1400","2020-12-02 18:15:36.85+00",3309,"bt","mxn",1
"1401","2020-12-02 13:03:29.115+00",3309,"bt","mxn",200
"1402","2020-12-02 13:03:28.65+00",3309,"bt","mxn",200
"1403","2020-12-02 13:03:27.948+00",3309,"bt","mxn",200
"1404","2020-12-02 13:03:27.278+00",3309,"bt","mxn",200
"1405","2020-12-02 13:03:26.582+00",3309,"spei","mxn",50
"1406","2020-12-02 13:03:09.22+00",3309,"bt","mxn",1
"1407","2020-12-02 13:03:08.597+00",3309,"bt","mxn",1
"1408","2020-12-02 13:03:07.726+00",3309,"bt","mxn",1
"1409","2020-12-02 08:34:15.119+00",3309,"bt","mxn",1
"1410","2020-12-02 08:19:35.571+00",3309,"bt","mxn",200
"1411","2020-12-02 08:19:35.115+00",3309,"bt","mxn",200
"1412","2020-12-02 08:19:34.411+00",3309,"bt","mxn",200
"1413","2020-12-02 08:19:33.799+00",3309,"bt","mxn",200
"1414","2020-12-02 08:19:33.063+00",3309,"spei","mxn",50
"1415","2020-12-02 08:19:15.925+00",3309,"bt","mxn",1
"1416","2020-12-02 08:19:15.136+00",3309,"bt","mxn",1
"1417","2020-12-02 06:03:37.921+00",3309,"bt","mxn",200
"1418","2020-12-02 06:03:37.459+00",3309,"bt","mxn",200
"1419","2020-12-02 06:03:36.814+00",3309,"bt","mxn",200
"1420","2020-12-02 06:03:36.09+00",3309,"bt","mxn",200
"1421","2020-12-02 06:03:35.334+00",3309,"spei","mxn",50
"1422","2020-12-02 06:03:18.77+00",3309,"bt","mxn",1
"1423","2020-12-02 06:03:18.257+00",3309,"bt","mxn",1
"1424","2020-12-02 06:03:17.458+00",3309,"bt","mxn",1
"1425","2020-12-02 05:13:48.65+00",3309,"bt","mxn",200
"1426","2020-12-02 05:13:48.145+00",3309,"bt","mxn",200
"1427","2020-12-02 05:13:47.484+00",3309,"bt","mxn",200
"1428","2020-12-02 05:13:46.758+00",3309,"bt","mxn",200
"1429","2020-12-02 05:13:46.049+00",3309,"spei","mxn",50
"1430","2020-12-02 05:13:28.669+00",3309,"bt","mxn",1
"1431","2020-12-02 05:13:28.137+00",3309,"bt","mxn",1
"1432","2020-12-02 05:13:27.277+00",3309,"bt","mxn",1
"1433","2020-12-02 04:55:01.096+00",3309,"bt","mxn",200
"1434","2020-12-02 04:55:00.621+00",3309,"bt","mxn",200
"1435","2020-12-02 04:54:59.875+00",3309,"bt","mxn",200
"1436","2020-12-02 04:54:59.182+00",3309,"bt","mxn",200
"1437","2020-12-02 04:54:58.514+00",3309,"spei","mxn",50
"1438","2020-12-02 04:54:41.129+00",3309,"bt","mxn",1
"1439","2020-12-02 04:54:40.586+00",3309,"bt","mxn",1
"1440","2020-12-02 04:54:39.748+00",3309,"bt","mxn",1
"1441","2020-12-02 04:27:45.862+00",3309,"bt","mxn",200
"1442","2020-12-02 04:27:45.369+00",3309,"bt","mxn",200
"1443","2020-12-02 04:27:44.659+00",3309,"bt","mxn",200
"1444","2020-12-02 04:27:43.962+00",3309,"bt","mxn",200
"1445","2020-12-02 04:27:43.157+00",3309,"spei","mxn",50
"1446","2020-12-02 04:27:24.181+00",3309,"bt","mxn",1
"1447","2020-12-02 04:27:23.38+00",3309,"bt","mxn",1
"1448","2020-12-02 04:27:22.651+00",3309,"bt","mxn",1
"1449","2020-12-01 22:53:30.068+00",3309,"bt","mxn",1
"1450","2020-12-01 22:45:02.015+00",3309,"bt","mxn",200
"1451","2020-12-01 22:45:01.473+00",3309,"bt","mxn",200
"1452","2020-12-01 22:45:00.693+00",3309,"bt","mxn",200
"1453","2020-12-01 22:44:59.759+00",3309,"bt","mxn",200
"1454","2020-12-01 22:44:59.032+00",3309,"spei","mxn",50
"1455","2020-12-01 22:44:42.928+00",3309,"bt","mxn",1
"1456","2020-12-01 22:44:42.166+00",3309,"bt","mxn",1
"1457","2020-12-01 22:37:13.015+00",3309,"bt","mxn",1
"1458","2020-12-01 22:22:32.116+00",3309,"bt","mxn",200
"1459","2020-12-01 22:22:31.637+00",3309,"bt","mxn",200
"1460","2020-12-01 22:22:30.939+00",3309,"bt","mxn",200
"1461","2020-12-01 22:22:30.192+00",3309,"bt","mxn",200
"1462","2020-12-01 22:22:29.236+00",3309,"spei","mxn",50
"1463","2020-12-01 22:22:13.532+00",3309,"bt","mxn",1
"1464","2020-12-01 22:22:12.871+00",3309,"bt","mxn",1
"1465","2020-12-01 21:38:15.912+00",3309,"bt","mxn",1
"1466","2020-12-01 21:32:54.157+00",3309,"bt","mxn",200
"1467","2020-12-01 21:32:53.719+00",3309,"bt","mxn",200
"1468","2020-12-01 21:32:52.946+00",3309,"bt","mxn",200
"1469","2020-12-01 21:32:52.206+00",3309,"bt","mxn",200
"1470","2020-12-01 21:32:51.422+00",3309,"spei","mxn",50
"1471","2020-12-01 21:32:34.988+00",3309,"bt","mxn",1
"1472","2020-12-01 21:32:34.192+00",3309,"bt","mxn",1
"1473","2020-12-01 17:57:47.541+00",3309,"bt","mxn",200
"1474","2020-12-01 17:57:46.909+00",3309,"bt","mxn",200
"1475","2020-12-01 17:57:46.162+00",3309,"bt","mxn",200
"1476","2020-12-01 17:57:45.359+00",3309,"bt","mxn",200
"1477","2020-12-01 17:57:32.989+00",3309,"bt","mxn",1
"1478","2020-12-01 17:57:32.24+00",3309,"bt","mxn",1
"1479","2020-12-01 17:57:31.517+00",3309,"bt","mxn",1
"1480","2020-12-01 17:54:10.665+00",3309,"bt","mxn",200
"1481","2020-12-01 17:54:10.074+00",3309,"bt","mxn",200
"1482","2020-12-01 17:54:09.336+00",3309,"bt","mxn",200
"1483","2020-12-01 17:54:08.476+00",3309,"bt","mxn",200
"1484","2020-12-01 17:53:35.776+00",3309,"bt","mxn",1
"1485","2020-12-01 17:53:34.82+00",3309,"bt","mxn",1
"1486","2020-12-01 17:53:34.068+00",3309,"bt","mxn",1
"1487","2020-12-01 03:15:14.176+00",3309,"bt","mxn",200
"1488","2020-12-01 03:15:13.565+00",3309,"bt","mxn",200
"1489","2020-12-01 03:15:12.679+00",3309,"bt","mxn",200
"1490","2020-12-01 03:15:11.777+00",3309,"bt","mxn",200
"1491","2020-12-01 03:15:10.948+00",3309,"spei","mxn",50
"1492","2020-12-01 03:14:54.296+00",3309,"bt","mxn",1
"1493","2020-12-01 03:14:53.736+00",3309,"bt","mxn",1
"1494","2020-12-01 03:14:52.829+00",3309,"bt","mxn",1
"1495","2020-12-01 00:38:44.352+00",3309,"bt","mxn",200
"1496","2020-12-01 00:38:43.902+00",3309,"bt","mxn",200
"1497","2020-12-01 00:38:43.178+00",3309,"bt","mxn",200
"1498","2020-12-01 00:38:42.367+00",3309,"bt","mxn",200
"1499","2020-12-01 00:38:41.59+00",3309,"spei","mxn",50
"1500","2020-12-01 00:38:23.808+00",3309,"bt","mxn",1
"1501","2020-12-01 00:38:22.981+00",3309,"bt","mxn",1
"1502","2020-12-01 00:38:22.083+00",3309,"bt","mxn",1
"1503","2020-12-10 14:39:04.088+00",6039,"eth","eth",0.0123688
"1504","2020-12-10 13:14:56.239+00",6039,"eth","eth",0.00415086
"1505","2020-12-10 13:08:22.029+00",6039,"eth","eth",0.02022799
"1506","2020-12-10 13:07:53.061+00",6039,"eth","eth",0.02020721
"1507","2020-12-10 13:03:48.636+00",6039,"eth","eth",0.02011398
"1508","2020-12-04 15:26:25.497+00",6039,"btc","btc",0.00116081
"1509","2020-12-04 15:22:23.057+00",6039,"bt","mxn",200
"1510","2020-12-04 15:12:30.633+00",6039,"eth","eth",0.01731039
"1511","2020-12-04 15:10:17.272+00",6039,"eth","eth",0.01053529
"1512","2020-12-03 20:27:56.024+00",6039,"eth","eth",0.01023289
"1513","2020-12-03 20:10:17.301+00",6039,"bt","mxn",100
"1514","2020-12-08 17:05:43.671+00",7760,"pts","mxn",1e+05
"1515","2020-12-08 17:05:43.594+00",7760,"pts","btc",5
"1516","2020-12-08 15:53:28.916+00",7760,"pts","usd",10000
"1517","2020-12-08 15:53:28.881+00",7760,"pts","mxn",1e+05
"1518","2020-12-08 15:53:28.846+00",7760,"pts","eth",100
"1519","2020-12-08 15:53:28.799+00",7760,"pts","btc",12
