date,major_currency,mxn,usd,ars,brl
2020-12-13,eth,11815.727800000000000000,588.4238,82211.9808,2981.1348
2020-12-13,xrp,10.333400000000000000,0.5146,71.8981,2.6071
2020-12-13,usd,20.080300000000000000,1.0000,139.7155,5.0663
2020-12-13,bch,5579.851000000000000000,277.8768,38823.7281,1407.8090
2020-12-13,tusd,20.228100000000000000,1.0073,140.7439,5.1036
2020-12-13,ars,0.143700000000000000,0.0071,1.0000,0.0363
2020-12-13,mxn,1.000000000000000000,0.0498,6.9578,0.2523
2020-12-13,brl,3.963500000000000000,0.1973,27.5774,1.0000
2020-12-14,eth,11746.573000000000000000,580.6299,82518.8807,2972.3862
2020-12-14,dai,20.161600000000000000,0.9965,141.6338,5.1017
2020-12-14,gnt,3.499900000000000000,0.1729,24.5865,0.8856
2020-12-14,tusd,20.088100000000000000,0.9929,141.1175,5.0831
2020-12-14,xrp,10.046400000000000000,0.4965,70.5752,2.5422
2020-12-14,mxn,1.000000000000000000,0.0494,7.0249,0.2530
2020-12-14,brl,3.951900000000000000,0.1953,27.7618,1.0000
2020-12-14,ltc,1519.019600000000000000,75.0847,10671.0099,384.3770
2020-12-14,bch,5579.954800000000000000,275.8156,39198.8050,1411.9676
2020-12-14,btc,384582.517300000000000000,19009.8096,2701666.1683,97315.8525
2020-12-14,usd,20.230700000000000000,1.0000,142.1195,5.1192
2020-12-14,ars,0.142400000000000000,0.0070,1.0000,0.0360
2020-12-15,eth,11833.161300000000000000,593.7099,84890.0387,3017.3551
2020-12-15,xrp,9.696800000000000000,0.4865,69.5639,2.4726
2020-12-15,ltc,1516.392400000000000000,76.0825,10878.4631,386.6671
2020-12-15,btc,389139.136400000000000000,19524.4332,2791649.2934,99227.1557
2020-12-15,usd,19.930900000000000000,1.0000,142.9823,5.0822
2020-12-15,dai,20.074800000000000000,1.0072,144.0148,5.1189
2020-12-15,tusd,20.110100000000000000,1.0089,144.2680,5.1279
2020-12-15,gnt,3.499900000000000000,0.1756,25.1079,0.8924
2020-12-15,bch,5579.785900000000000000,279.9568,40028.8840,1422.7977
2020-12-15,ars,0.139400000000000000,0.0069,1.0000,0.0355
2020-12-15,mxn,1.000000000000000000,0.0501,7.1739,0.2550
2020-12-15,brl,3.921700000000000000,0.1967,28.1339,1.0000
2020-12-16,bch,5580.313100000000000000,280.7882,39093.9095,1427.7378
2020-12-16,eth,12222.496700000000000000,615.0073,85626.9480,3127.1579
2020-12-16,xrp,9.908000000000000000,0.4985,69.4123,2.5350
2020-12-16,usd,19.873700000000000000,1.0000,139.2291,5.0847
2020-12-16,brl,3.908500000000000000,0.1966,27.3817,1.0000
2020-12-16,tusd,19.905700000000000000,1.0016,139.4530,5.0929
2020-12-16,ltc,1516.563800000000000000,76.3099,10624.5665,388.0168
2020-12-16,dai,20.210900000000000000,1.0169,141.5911,5.1710
2020-12-16,bat,12.000000000000000000,0.6038,84.0682,3.0702
2020-12-16,btc,406321.116400000000000000,20445.1258,2846557.2945,103958.3258
2020-12-16,gnt,3.499900000000000000,0.1761,24.5191,0.8955
2020-12-16,ars,0.142700000000000000,0.0071,1.0000,0.0365
2020-12-16,mxn,1.000000000000000000,0.0503,7.0056,0.2559
2020-12-17,gnt,3.499900000000000000,0.1764,19.9058,0.8925
2020-12-17,bch,5581.175200000000000000,281.3588,31743.2619,1423.2609
2020-12-17,eth,12900.054000000000000000,650.3189,73369.8151,3289.6552
2020-12-17,tusd,19.838100000000000000,1.0000,112.8303,5.0589
2020-12-17,ars,0.175800000000000000,0.0088,1.0000,0.0448
2020-12-17,mxn,1.000000000000000000,0.0504,5.6875,0.2550
2020-12-17,brl,3.921400000000000000,0.1976,22.3031,1.0000
2020-12-17,ltc,1516.486700000000000000,76.4492,8625.1072,386.7207
2020-12-17,btc,451833.930100000000000000,22777.9024,2569832.0275,115222.6067
2020-12-17,dai,19.899900000000000000,1.0031,113.1818,5.0747
2020-12-17,bat,12.000000000000000000,0.6049,68.2507,3.0601
2020-12-17,xrp,11.604400000000000000,0.5850,66.0007,2.9592
2020-12-17,usd,19.836500000000000000,1.0000,112.8212,5.0585
2020-12-18,xrp,11.531000000000000000,0.5783,60.3816,2.9511
2020-12-18,gnt,3.499900000000000000,0.1755,18.3270,0.8957
2020-12-18,bat,12.000000000000000000,0.6018,62.8375,3.0712
2020-12-18,bch,5579.603200000000000000,279.8511,29217.3792,1427.9946
2020-12-18,ltc,1516.414000000000000000,76.0574,7940.6440,388.0977
2020-12-18,brl,3.907300000000000000,0.1959,20.4604,1.0000
2020-12-18,eth,12870.933000000000000000,645.5559,67398.1496,3294.0734
2020-12-18,tusd,19.933900000000000000,0.9998,104.3831,5.1017
2020-12-18,btc,454442.588900000000000000,22793.0728,2379671.2792,116306.0397
2020-12-18,dai,19.980500000000000000,1.0021,104.6271,5.1136
2020-12-18,usd,19.937800000000000000,1.0000,104.4032,5.1027
2020-12-18,ars,0.191000000000000000,0.0095,1.0000,0.0489
2020-12-18,mxn,1.000000000000000000,0.0501,5.2364,0.2559
2020-12-19,xrp,11.668700000000000000,0.5852,76.6680,2.9864
2020-12-19,dai,19.998700000000000000,1.0030,131.3995,5.1183
2020-12-19,ltc,1516.620800000000000000,76.0678,9964.8124,388.1506
2020-12-19,eth,13122.791500000000000000,658.1881,86222.0509,3358.5319
2020-12-19,usd,19.937800000000000000,1.0000,130.9990,5.1027
2020-12-19,mxn,1.000000000000000000,0.0501,6.5704,0.2559
2020-12-19,bat,12.000000000000000000,0.6018,78.8448,3.0712
2020-12-19,bch,5580.331800000000000000,279.8877,36665.0382,1428.1810
2020-12-19,btc,468545.313000000000000000,23500.4106,3078532.3252,119915.3669
2020-12-19,tusd,19.954900000000000000,1.0008,131.1117,5.1071
2020-12-19,gnt,3.499900000000000000,0.1755,22.9957,0.8957
2020-12-19,ars,0.152200000000000000,0.0076,1.0000,0.0390
2020-12-19,brl,3.907300000000000000,0.1959,25.6725,1.0000
2020-12-20,xrp,11.343900000000000000,0.5644,79.7696,2.8803
2020-12-20,bat,12.000000000000000000,0.5971,84.3833,3.0469
2020-12-20,gnt,3.499900000000000000,0.1741,24.6110,0.8887
2020-12-20,mxn,1.000000000000000000,0.0497,7.0319,0.2539
2020-12-20,dai,20.078300000000000000,0.9990,141.1894,5.0981
2020-12-20,bch,5579.918100000000000000,277.6570,39237.6620,1416.7982
2020-12-20,btc,471692.154700000000000000,23471.4285,3316912.0131,119767.4575
2020-12-20,eth,12937.447600000000000000,643.7681,90975.3849,3284.9501
2020-12-20,tusd,19.959500000000000000,0.9931,140.3540,5.0679
2020-12-20,ltc,1516.407400000000000000,75.4565,10663.2893,385.0313
2020-12-20,usd,20.096400000000000000,1.0000,141.3170,5.1027
2020-12-20,ars,0.142200000000000000,0.0070,1.0000,0.0361
2020-12-20,brl,3.938400000000000000,0.1959,27.6946,1.0000
2020-12-21,btc,469440.219200000000000000,23475.0685,3263235.9122,120245.9578
2020-12-21,eth,12553.579400000000000000,627.7607,87264.1274,3215.5685
2020-12-21,xrp,10.751600000000000000,0.5376,74.7379,2.7540
2020-12-21,bch,5581.861700000000000000,279.1294,38801.3868,1429.7801
2020-12-21,gnt,3.499300000000000000,0.1749,24.3248,0.8963
2020-12-21,usd,19.997400000000000000,1.0000,139.0085,5.1223
2020-12-21,dai,20.279900000000000000,1.0141,140.9723,5.1946
2020-12-21,bat,12.000000000000000000,0.6000,83.4160,3.0738
2020-12-21,tusd,20.488400000000000000,1.0245,142.4217,5.2481
2020-12-21,ltc,1516.383500000000000000,75.8290,10540.8886,388.4179
2020-12-21,ars,0.143900000000000000,0.0071,1.0000,0.0368
2020-12-21,mxn,1.000000000000000000,0.0500,6.9513,0.2561
2020-12-21,brl,3.904000000000000000,0.1952,27.1380,1.0000
2020-12-22,btc,464103.257000000000000000,23193.8917,3556412.3926,118808.9130
2020-12-22,dai,20.171400000000000000,1.0080,154.5729,5.1638
2020-12-22,gnt,3.449800000000000000,0.1724,26.4357,0.8831
2020-12-22,tusd,20.229800000000000000,1.0109,155.0204,5.1788
2020-12-22,xrp,9.545400000000000000,0.4770,73.1461,2.4436
2020-12-22,bch,5581.382800000000000000,278.9335,42770.0057,1428.8157
2020-12-22,usd,20.009700000000000000,1.0000,153.3340,5.1224
2020-12-22,mxn,1.000000000000000000,0.0499,7.6629,0.2560
2020-12-22,eth,12459.746600000000000000,622.6847,95478.7464,3189.6543
2020-12-22,ltc,1516.496100000000000000,75.7879,11620.8741,388.2180
2020-12-22,bat,12.000000000000000000,0.5997,91.9557,3.0720
2020-12-22,ars,0.130500000000000000,0.0065,1.0000,0.0334
2020-12-22,brl,3.906300000000000000,0.1952,29.9338,1.0000
2020-12-23,eth,12677.664100000000000000,631.8643,87672.9162,3296.3245
2020-12-23,ltc,1516.326900000000000000,75.5748,10486.2220,394.2608
2020-12-23,bat,12.000000000000000000,0.5980,82.9865,3.1201
2020-12-23,bch,5579.769500000000000000,278.0999,38587.1293,1450.7981
2020-12-23,dai,20.303800000000000000,1.0119,140.4117,5.2792
2020-12-23,gnt,3.443900000000000000,0.1716,23.8164,0.8954
2020-12-23,usd,20.063900000000000000,1.0000,138.7527,5.2168
2020-12-23,ars,0.144600000000000000,0.0072,1.0000,0.0376
2020-12-23,mxn,1.000000000000000000,0.0498,6.9155,0.2600
2020-12-23,brl,3.846000000000000000,0.1916,26.5971,1.0000
2020-12-23,btc,478759.707100000000000000,23861.7446,3310882.7751,124482.5031
2020-12-23,tusd,20.289400000000000000,1.0112,140.3121,5.2755
2020-12-23,xrp,7.736000000000000000,0.3855,53.4986,2.0114
2020-12-24,bch,5581.728300000000000000,280.7290,40948.4115,1464.5208
2020-12-24,eth,11977.627100000000000000,602.4062,87869.7021,3142.6618
2020-12-24,ltc,1516.402600000000000000,76.2663,11124.5611,397.8702
2020-12-24,mana,0.720000000000000000,0.0362,5.2820,0.1889
2020-12-24,ars,0.136300000000000000,0.0068,1.0000,0.0358
2020-12-24,brl,3.811300000000000000,0.1916,27.9602,1.0000
2020-12-24,xrp,5.554700000000000000,0.2793,40.7501,1.4574
2020-12-24,dai,20.094800000000000000,1.0106,147.4185,5.2724
2020-12-24,gnt,3.498000000000000000,0.1759,25.6618,0.9178
2020-12-24,bat,12.000000000000000000,0.6035,88.0338,3.1485
2020-12-24,tusd,20.183300000000000000,1.0151,148.0677,5.2956
2020-12-24,btc,467874.649600000000000000,23531.4218,3432399.9048,122759.8587
2020-12-24,usd,19.883000000000000000,1.0000,145.8645,5.2168
2020-12-24,mxn,1.000000000000000000,0.0502,7.3361,0.2624
2020-12-25,xrp,6.654400000000000000,0.3346,137.1915,1.7461
2020-12-25,gnt,3.499900000000000000,0.1760,72.1562,0.9183
2020-12-25,bat,12.000000000000000000,0.6035,247.3999,3.1487
2020-12-25,dai,20.073700000000000000,1.0096,413.8526,5.2672
2020-12-25,btc,484838.837700000000000000,24385.6906,9995758.5644,127217.5586
2020-12-25,ltc,1516.608100000000000000,76.2800,31267.3969,397.9450
2020-12-25,usd,19.882100000000000000,1.0000,409.9026,5.2169
2020-12-25,mxn,1.000000000000000000,0.0502,20.6166,0.2624
2020-12-25,brl,3.811100000000000000,0.1916,78.5721,1.0000
2020-12-25,eth,12381.529000000000000000,622.7474,255265.8015,3248.8072
2020-12-25,bch,5581.156900000000000000,280.7125,115064.8267,1464.4478
2020-12-25,tusd,20.053000000000000000,1.0085,413.4259,5.2617
2020-12-25,ars,0.048500000000000000,0.0024,1.0000,0.0127
2020-12-26,bch,5581.038900000000000000,280.7066,113176.4296,1464.4168
2020-12-26,bat,12.000000000000000000,0.6035,243.3448,3.1487
2020-12-26,gnt,3.499900000000000000,0.1760,70.9735,0.9183
2020-12-26,dai,20.001800000000000000,1.0060,405.6112,5.2483
2020-12-26,usd,19.882100000000000000,1.0000,403.1839,5.2169
2020-12-26,brl,3.811100000000000000,0.1916,77.2843,1.0000
2020-12-26,eth,12477.780300000000000000,627.5885,253033.6464,3274.0627
2020-12-26,tusd,19.906600000000000000,1.0012,403.6807,5.2233
2020-12-26,xrp,6.156600000000000000,0.3096,124.8480,1.6154
2020-12-26,ltc,1516.730900000000000000,76.2862,30757.3896,397.9772
2020-12-26,btc,492918.159500000000000000,24792.0521,9995758.5644,129337.5035
2020-12-26,ars,0.049300000000000000,0.0024,1.0000,0.0129
2020-12-26,mxn,1.000000000000000000,0.0502,20.2787,0.2624
2020-12-27,usd,19.872600000000000000,1.0000,NULL,5.2169
2020-12-27,mxn,1.000000000000000000,0.0503,NULL,0.2625
2020-12-27,brl,3.809300000000000000,0.1916,NULL,1.0000
2020-12-28,bch,7027.447300000000000000,351.2187,135289.0915,1843.0232
2020-12-28,gnt,3.499900000000000000,0.1749,67.3784,0.9179
2020-12-28,dai,20.120000000000000000,1.0055,387.3407,5.2767
2020-12-28,tusd,19.992900000000000000,0.9992,384.8938,5.2434
2020-12-28,btc,519218.998000000000000000,25949.5969,9995758.5644,136170.7312
2020-12-28,usd,20.008800000000000000,1.0000,385.1989,5.2475
2020-12-28,ars,0.051900000000000000,0.0025,1.0000,0.0136
2020-12-28,brl,3.813000000000000000,0.1905,73.4060,1.0000
2020-12-28,ltc,2427.908600000000000000,121.3423,46740.9479,636.7450
2020-12-28,eth,14604.592300000000000000,729.9102,281160.7031,3830.2104
2020-12-28,xrp,5.355300000000000000,0.2676,103.0977,1.4045
2020-12-28,bat,12.000000000000000000,0.5997,231.0183,3.1471
2020-12-28,mxn,1.000000000000000000,0.0499,19.2515,0.2623
2020-12-29,gnt,3.499900000000000000,0.1755,36.0110,0.9146
2020-12-29,dai,20.115100000000000000,1.0089,206.9675,5.2567
2020-12-29,bch,6952.198000000000000000,348.7045,71532.2875,1816.8081
2020-12-29,tusd,20.012800000000000000,1.0037,205.9149,5.2299
2020-12-29,usd,19.937200000000000000,1.0000,205.1372,5.2102
2020-12-29,btc,534852.018300000000000000,26826.8170,5503178.7617,139772.1262
2020-12-29,ltc,2528.933000000000000000,126.8448,26020.5999,660.8825
2020-12-29,xrp,4.338400000000000000,0.2176,44.6384,1.1337
2020-12-29,eth,14442.400600000000000000,724.3940,148600.1913,3774.2123
2020-12-29,bat,12.000000000000000000,0.6018,123.4699,3.1359
2020-12-29,ars,0.097200000000000000,0.0048,1.0000,0.0254
2020-12-29,mxn,1.000000000000000000,0.0501,10.2891,0.2613
2020-12-29,brl,3.826600000000000000,0.1919,39.3725,1.0000
2020-12-30,eth,14684.002700000000000000,738.1342,96056.6880,3833.9433
2020-12-30,tusd,20.021400000000000000,1.0064,130.9717,5.2275
2020-12-30,ltc,2540.011500000000000000,127.6810,16615.7074,663.1884
2020-12-30,usd,19.893400000000000000,1.0000,130.1344,5.1941
2020-12-30,ars,0.152900000000000000,0.0076,1.0000,0.0399
2020-12-30,brl,3.830000000000000000,0.1925,25.0542,1.0000
2020-12-30,xrp,4.229100000000000000,0.2125,27.6650,1.1042
2020-12-30,dai,19.982000000000000000,1.0044,130.7140,5.2172
2020-12-30,btc,560717.553900000000000000,28186.1039,3667982.9258,146401.4501
2020-12-30,bat,12.000000000000000000,0.6032,78.4990,3.1332
2020-12-30,bch,7057.824400000000000000,354.7821,46169.3756,1842.7740
2020-12-30,gnt,3.499900000000000000,0.1759,22.8949,0.9138
2020-12-30,mxn,1.000000000000000000,0.0502,6.5415,0.2611
2020-12-31,ltc,2533.779100000000000000,127.4232,16574.7633,661.7857
2020-12-31,dai,20.096400000000000000,1.0106,131.4609,5.2489
2020-12-31,eth,14899.410700000000000000,749.2883,97464.7735,3891.5064
2020-12-31,tusd,20.022200000000000000,1.0069,130.9755,5.2295
2020-12-31,bch,6988.295200000000000000,351.4399,45714.0636,1825.2397
2020-12-31,brl,3.828700000000000000,0.1925,25.0455,1.0000
2020-12-31,btc,570731.985500000000000000,28701.9945,3733453.9484,149066.7813
2020-12-31,gnt,3.499900000000000000,0.1760,22.8946,0.9141
2020-12-31,xrp,4.375200000000000000,0.2200,28.6204,1.1427
2020-12-31,usd,19.884800000000000000,1.0000,130.0764,5.1936
2020-12-31,ars,0.152900000000000000,0.0076,1.0000,0.0399
2020-12-31,mxn,1.000000000000000000,0.0502,6.5415,0.2612
