"","created","user_id","method","currency","amount"
"417","2020-12-21 22:54:56.313+00",3310,"bt","mxn",1
"418","2020-12-21 22:46:33.901+00",3310,"bt","mxn",200
"419","2020-12-21 22:46:33.34+00",3310,"bt","mxn",200
"420","2020-12-21 22:46:32.479+00",3310,"bt","mxn",200
"421","2020-12-21 22:46:31.597+00",3310,"bt","mxn",200
"422","2020-12-21 22:46:03.128+00",3310,"bt","mxn",1
"423","2020-12-21 22:46:02.248+00",3310,"bt","mxn",1
"424","2020-12-21 22:46:01.403+00",3310,"bt","mxn",1
"425","2020-12-21 22:43:35.195+00",3310,"bt","mxn",200
"426","2020-12-21 22:43:34.575+00",3310,"bt","mxn",200
"427","2020-12-21 22:43:33.734+00",3310,"bt","mxn",200
"428","2020-12-21 22:43:32.864+00",3310,"bt","mxn",200
"429","2020-12-21 22:43:14.157+00",3310,"bt","mxn",1
"430","2020-12-21 22:43:12.548+00",3310,"bt","mxn",1
"431","2020-12-21 22:43:11.841+00",3310,"bt","mxn",1
"432","2020-12-21 22:27:46.028+00",3310,"bt","mxn",200
"433","2020-12-21 22:27:45.41+00",3310,"bt","mxn",200
"434","2020-12-21 22:27:44.485+00",3310,"bt","mxn",200
"435","2020-12-21 22:27:43.604+00",3310,"bt","mxn",200
"436","2020-12-21 22:27:25.565+00",3310,"bt","mxn",1
"437","2020-12-21 22:27:24.768+00",3310,"bt","mxn",1
"438","2020-12-21 22:27:24.006+00",3310,"bt","mxn",1
"439","2020-12-21 22:17:13.251+00",3310,"bt","mxn",200
"440","2020-12-21 22:17:12.285+00",3310,"bt","mxn",200
"441","2020-12-21 22:17:11.062+00",3310,"bt","mxn",200
"442","2020-12-21 22:17:10.165+00",3310,"bt","mxn",200
"443","2020-12-21 22:16:56.641+00",3310,"bt","mxn",1
"444","2020-12-21 22:16:56.073+00",3310,"bt","mxn",1
"445","2020-12-21 22:16:55.099+00",3310,"bt","mxn",1
"446","2020-12-21 22:13:05.942+00",3310,"bt","mxn",200
"447","2020-12-21 22:13:05.249+00",3310,"bt","mxn",200
"448","2020-12-21 22:13:04.309+00",3310,"bt","mxn",200
"449","2020-12-21 22:13:03.217+00",3310,"bt","mxn",200
"450","2020-12-21 22:12:44.666+00",3310,"bt","mxn",1
"451","2020-12-21 22:12:43.987+00",3310,"bt","mxn",1
"452","2020-12-21 22:12:43.008+00",3310,"bt","mxn",1
"453","2020-12-21 21:16:08.916+00",3310,"bt","mxn",200
"454","2020-12-21 21:16:08.244+00",3310,"bt","mxn",200
"455","2020-12-21 21:16:07.386+00",3310,"bt","mxn",200
"456","2020-12-21 21:16:06.465+00",3310,"bt","mxn",200
"457","2020-12-21 21:15:48.385+00",3310,"bt","mxn",1
"458","2020-12-21 21:15:41.885+00",3310,"bt","mxn",1
"459","2020-12-21 21:15:40.805+00",3310,"bt","mxn",1
"460","2020-12-21 20:30:08.413+00",3310,"bt","mxn",200
"461","2020-12-21 20:30:07.823+00",3310,"bt","mxn",200
"462","2020-12-21 20:30:06.895+00",3310,"bt","mxn",200
"463","2020-12-21 20:30:06.122+00",3310,"bt","mxn",200
"464","2020-12-21 20:29:46.354+00",3310,"bt","mxn",1
"465","2020-12-21 20:29:45.788+00",3310,"bt","mxn",1
"466","2020-12-21 20:29:44.883+00",3310,"bt","mxn",1
"467","2020-12-21 20:23:47.447+00",3310,"bt","mxn",200
"468","2020-12-21 20:23:46.868+00",3310,"bt","mxn",200
"469","2020-12-21 20:23:46.024+00",3310,"bt","mxn",200
"470","2020-12-21 20:23:45.165+00",3310,"bt","mxn",200
"471","2020-12-21 20:23:32.177+00",3310,"bt","mxn",1
"472","2020-12-21 20:23:31.615+00",3310,"bt","mxn",1
"473","2020-12-21 20:23:30.733+00",3310,"bt","mxn",1
"474","2020-12-21 20:19:38.674+00",3310,"bt","mxn",200
"475","2020-12-21 20:19:38.041+00",3310,"bt","mxn",200
"476","2020-12-21 20:19:37.314+00",3310,"bt","mxn",200
"477","2020-12-21 20:19:36.488+00",3310,"bt","mxn",200
"478","2020-12-21 20:19:20.129+00",3310,"bt","mxn",1
"479","2020-12-21 20:19:19.562+00",3310,"bt","mxn",1
"480","2020-12-21 20:19:18.522+00",3310,"bt","mxn",1
"481","2020-12-21 20:01:37.926+00",3310,"bt","mxn",200
"482","2020-12-21 20:01:37.204+00",3310,"bt","mxn",200
"483","2020-12-21 20:01:23.883+00",3310,"bt","mxn",1
"484","2020-12-21 20:01:23.205+00",3310,"bt","mxn",1
"485","2020-12-21 20:01:22.23+00",3310,"bt","mxn",1
"486","2020-12-21 19:54:37.547+00",3310,"bt","mxn",200
"487","2020-12-21 19:54:37.037+00",3310,"bt","mxn",200
"488","2020-12-21 19:54:36.27+00",3310,"bt","mxn",200
"489","2020-12-21 19:54:35.436+00",3310,"bt","mxn",200
"490","2020-12-21 19:54:18.616+00",3310,"bt","mxn",1
"491","2020-12-21 19:54:18.055+00",3310,"bt","mxn",1
"492","2020-12-21 19:54:17.124+00",3310,"bt","mxn",1
"493","2020-12-21 19:21:38.585+00",3310,"bt","mxn",200
"494","2020-12-21 19:21:37.993+00",3310,"bt","mxn",200
"495","2020-12-21 19:21:37.189+00",3310,"bt","mxn",200
"496","2020-12-21 19:21:36.278+00",3310,"bt","mxn",200
"497","2020-12-21 19:21:19.036+00",3310,"bt","mxn",1
"498","2020-12-21 19:21:18.332+00",3310,"bt","mxn",1
"499","2020-12-21 19:21:17.354+00",3310,"bt","mxn",1
"500","2020-12-21 17:31:24.116+00",3310,"bt","mxn",200
"501","2020-12-21 17:31:23.467+00",3310,"bt","mxn",200
"502","2020-12-21 17:31:22.723+00",3310,"bt","mxn",200
"503","2020-12-21 17:31:22.03+00",3310,"bt","mxn",200
"504","2020-12-21 17:31:03.897+00",3310,"bt","mxn",1
"505","2020-12-21 17:31:03.264+00",3310,"bt","mxn",1
"506","2020-12-21 17:31:02.37+00",3310,"bt","mxn",1
"507","2020-12-21 16:29:32.678+00",3310,"bt","mxn",200
"508","2020-12-21 16:29:32.098+00",3310,"bt","mxn",200
"509","2020-12-21 16:29:31.448+00",3310,"bt","mxn",200
"510","2020-12-21 16:29:30.682+00",3310,"bt","mxn",200
"511","2020-12-21 16:29:13.657+00",3310,"bt","mxn",1
"512","2020-12-21 16:29:12.986+00",3310,"bt","mxn",1
"513","2020-12-21 16:29:11.802+00",3310,"bt","mxn",1
"514","2020-12-21 15:40:56.534+00",3310,"bt","mxn",200
"515","2020-12-21 15:40:55.992+00",3310,"bt","mxn",200
"516","2020-12-21 15:40:55.217+00",3310,"bt","mxn",200
"517","2020-12-21 15:40:54.355+00",3310,"bt","mxn",200
"518","2020-12-21 15:40:36.635+00",3310,"bt","mxn",1
"519","2020-12-21 15:40:35.939+00",3310,"bt","mxn",1
"520","2020-12-21 15:40:35.03+00",3310,"bt","mxn",1
"521","2020-12-19 00:47:19.764+00",3310,"bt","mxn",200
"522","2020-12-19 00:47:19.175+00",3310,"bt","mxn",200
"523","2020-12-19 00:47:18.374+00",3310,"bt","mxn",200
"524","2020-12-19 00:47:17.56+00",3310,"bt","mxn",200
"525","2020-12-19 00:46:59.19+00",3310,"bt","mxn",1
"526","2020-12-19 00:46:58.55+00",3310,"bt","mxn",1
"527","2020-12-19 00:46:57.448+00",3310,"bt","mxn",1
"528","2020-12-18 21:01:08.445+00",3310,"bt","mxn",200
"529","2020-12-18 21:01:07.903+00",3310,"bt","mxn",200
"530","2020-12-18 21:01:07.20+00",3310,"bt","mxn",200
"531","2020-12-18 21:01:06.202+00",3310,"bt","mxn",200
"532","2020-12-18 21:00:48.332+00",3310,"bt","mxn",1
"533","2020-12-18 21:00:47.799+00",3310,"bt","mxn",1
"534","2020-12-18 21:00:47.063+00",3310,"bt","mxn",1
"535","2020-12-18 20:32:32.804+00",3310,"bt","mxn",200
"536","2020-12-18 20:32:32.226+00",3310,"bt","mxn",200
"537","2020-12-18 20:32:31.467+00",3310,"bt","mxn",200
"538","2020-12-18 20:32:30.677+00",3310,"bt","mxn",200
"539","2020-12-18 20:32:11.474+00",3310,"bt","mxn",1
"540","2020-12-18 20:32:10.548+00",3310,"bt","mxn",1
"541","2020-12-18 20:32:09.636+00",3310,"bt","mxn",1
"542","2020-12-18 19:17:54.325+00",3310,"bt","mxn",200
"543","2020-12-18 19:17:53.816+00",3310,"bt","mxn",200
"544","2020-12-18 19:17:53.043+00",3310,"bt","mxn",200
"545","2020-12-18 19:17:52.233+00",3310,"bt","mxn",200
"546","2020-12-18 19:17:34.578+00",3310,"bt","mxn",1
"547","2020-12-18 19:17:33.945+00",3310,"bt","mxn",1
"548","2020-12-18 19:17:33.004+00",3310,"bt","mxn",1
"549","2020-12-18 17:41:38.586+00",3310,"bt","mxn",200
"550","2020-12-18 17:41:38.008+00",3310,"bt","mxn",200
"551","2020-12-18 17:41:37.221+00",3310,"bt","mxn",200
"552","2020-12-18 17:41:36.295+00",3310,"bt","mxn",200
"553","2020-12-18 17:41:18.469+00",3310,"bt","mxn",1
"554","2020-12-18 17:41:17.885+00",3310,"bt","mxn",1
"555","2020-12-18 17:41:17.109+00",3310,"bt","mxn",1
"556","2020-12-18 16:42:42.998+00",3310,"bt","mxn",200
"557","2020-12-18 16:42:42.357+00",3310,"bt","mxn",200
"558","2020-12-18 16:42:41.563+00",3310,"bt","mxn",200
"559","2020-12-18 16:42:40.719+00",3310,"bt","mxn",200
"560","2020-12-18 16:42:22.805+00",3310,"bt","mxn",1
"561","2020-12-18 16:42:22.226+00",3310,"bt","mxn",1
"562","2020-12-18 16:42:21.498+00",3310,"bt","mxn",1
"563","2020-12-18 13:20:20.317+00",3310,"bt","mxn",200
"564","2020-12-18 13:20:19.775+00",3310,"bt","mxn",200
"565","2020-12-18 13:20:19.073+00",3310,"bt","mxn",200
"566","2020-12-18 13:20:18.267+00",3310,"bt","mxn",200
"567","2020-12-18 13:20:01.748+00",3310,"bt","mxn",1
"568","2020-12-18 13:20:01.085+00",3310,"bt","mxn",1
"569","2020-12-18 13:20:00.335+00",3310,"bt","mxn",1
"570","2020-12-18 13:05:46.811+00",3310,"bt","mxn",200
"571","2020-12-18 13:05:46.34+00",3310,"bt","mxn",200
"572","2020-12-18 13:05:45.639+00",3310,"bt","mxn",200
"573","2020-12-18 13:05:44.882+00",3310,"bt","mxn",200
"574","2020-12-18 13:05:28.702+00",3310,"bt","mxn",1
"575","2020-12-18 13:05:28.16+00",3310,"bt","mxn",1
"576","2020-12-18 13:05:27.527+00",3310,"bt","mxn",1
"577","2020-12-18 12:37:25.421+00",3310,"bt","mxn",200
"578","2020-12-18 12:37:24.904+00",3310,"bt","mxn",200
"579","2020-12-18 12:37:24.226+00",3310,"bt","mxn",200
"580","2020-12-18 12:37:23.427+00",3310,"bt","mxn",200
"581","2020-12-18 12:37:12.036+00",3310,"bt","mxn",1
"582","2020-12-18 12:37:11.356+00",3310,"bt","mxn",1
"583","2020-12-18 12:37:10.534+00",3310,"bt","mxn",1
"584","2020-12-18 12:31:16.367+00",3310,"bt","mxn",200
"585","2020-12-18 12:31:15.919+00",3310,"bt","mxn",200
"586","2020-12-18 12:31:15.231+00",3310,"bt","mxn",200
"587","2020-12-18 12:31:14.411+00",3310,"bt","mxn",200
"588","2020-12-18 12:31:02.583+00",3310,"bt","mxn",1
"589","2020-12-18 12:31:02.063+00",3310,"bt","mxn",1
"590","2020-12-18 12:31:01.384+00",3310,"bt","mxn",1
"591","2020-12-18 12:24:06.162+00",3310,"bt","mxn",200
"592","2020-12-18 12:24:05.60+00",3310,"bt","mxn",200
"593","2020-12-18 12:24:04.862+00",3310,"bt","mxn",200
"594","2020-12-18 12:24:04.162+00",3310,"bt","mxn",200
"595","2020-12-18 12:23:47.993+00",3310,"bt","mxn",1
"596","2020-12-18 12:23:47.389+00",3310,"bt","mxn",1
"597","2020-12-18 12:23:46.738+00",3310,"bt","mxn",1
"598","2020-12-18 00:32:02.964+00",3310,"bt","mxn",200
"599","2020-12-18 00:32:02.38+00",3310,"bt","mxn",200
"600","2020-12-18 00:32:01.643+00",3310,"bt","mxn",200
"601","2020-12-18 00:32:00.837+00",3310,"bt","mxn",200
"602","2020-12-18 00:31:44.815+00",3310,"bt","mxn",1
"603","2020-12-18 00:31:44.337+00",3310,"bt","mxn",1
"604","2020-12-18 00:31:43.577+00",3310,"bt","mxn",1
"605","2020-12-18 00:16:16.013+00",3310,"bt","mxn",200
"606","2020-12-18 00:16:15.083+00",3310,"bt","mxn",200
"607","2020-12-18 00:16:13.599+00",3310,"bt","mxn",200
"608","2020-12-18 00:16:12.089+00",3310,"bt","mxn",200
"609","2020-12-18 00:15:58.679+00",3310,"bt","mxn",1
"610","2020-12-18 00:15:58.15+00",3310,"bt","mxn",1
"611","2020-12-18 00:15:57.281+00",3310,"bt","mxn",1
"612","2020-12-18 00:06:17.971+00",3310,"bt","mxn",200
"613","2020-12-18 00:06:17.404+00",3310,"bt","mxn",200
"614","2020-12-18 00:06:16.723+00",3310,"bt","mxn",200
"615","2020-12-18 00:06:15.819+00",3310,"bt","mxn",200
"616","2020-12-18 00:06:03.136+00",3310,"bt","mxn",1
"617","2020-12-18 00:06:02.535+00",3310,"bt","mxn",1
"618","2020-12-18 00:06:01.757+00",3310,"bt","mxn",1
"619","2020-12-17 23:58:03.544+00",3310,"bt","mxn",200
"620","2020-12-17 23:58:03.055+00",3310,"bt","mxn",200
"621","2020-12-17 23:58:02.327+00",3310,"bt","mxn",200
"622","2020-12-17 23:58:01.463+00",3310,"bt","mxn",200
"623","2020-12-17 23:57:45.405+00",3310,"bt","mxn",1
"624","2020-12-17 23:57:44.866+00",3310,"bt","mxn",1
"625","2020-12-17 23:57:43.989+00",3310,"bt","mxn",1
"626","2020-12-17 23:36:55.269+00",3310,"bt","mxn",200
"627","2020-12-17 23:36:54.796+00",3310,"bt","mxn",200
"628","2020-12-17 23:36:54.048+00",3310,"bt","mxn",200
"629","2020-12-17 23:36:53.181+00",3310,"bt","mxn",200
"630","2020-12-17 23:36:36.721+00",3310,"bt","mxn",1
"631","2020-12-17 23:36:36.118+00",3310,"bt","mxn",1
"632","2020-12-17 23:36:35.213+00",3310,"bt","mxn",1
"633","2020-12-17 22:34:40.777+00",3310,"bt","mxn",200
"634","2020-12-17 22:34:40.226+00",3310,"bt","mxn",200
"635","2020-12-17 22:34:39.382+00",3310,"bt","mxn",200
"636","2020-12-17 22:34:38.515+00",3310,"bt","mxn",200
"637","2020-12-17 22:34:26.403+00",3310,"bt","mxn",1
"638","2020-12-17 22:34:25.718+00",3310,"bt","mxn",1
"639","2020-12-17 22:34:24.493+00",3310,"bt","mxn",1
"640","2020-12-17 22:30:05.122+00",3310,"bt","mxn",200
"641","2020-12-17 22:30:04.601+00",3310,"bt","mxn",200
"642","2020-12-17 22:30:03.886+00",3310,"bt","mxn",200
"643","2020-12-17 22:30:03.096+00",3310,"bt","mxn",200
"644","2020-12-17 22:29:46.852+00",3310,"bt","mxn",1
"645","2020-12-17 22:29:46.261+00",3310,"bt","mxn",1
"646","2020-12-17 22:29:45.429+00",3310,"bt","mxn",1
"647","2020-12-17 22:16:44.394+00",3310,"bt","mxn",200
"648","2020-12-17 22:16:43.848+00",3310,"bt","mxn",200
"649","2020-12-17 22:16:43.183+00",3310,"bt","mxn",200
"650","2020-12-17 22:16:42.273+00",3310,"bt","mxn",200
"651","2020-12-17 22:16:25.712+00",3310,"bt","mxn",1
"652","2020-12-17 22:16:25.103+00",3310,"bt","mxn",1
"653","2020-12-17 22:16:24.169+00",3310,"bt","mxn",1
"654","2020-12-17 21:09:20.553+00",3310,"bt","mxn",200
"655","2020-12-17 21:09:20.07+00",3310,"bt","mxn",200
"656","2020-12-17 21:09:19.305+00",3310,"bt","mxn",200
"657","2020-12-17 21:09:18.576+00",3310,"bt","mxn",200
"658","2020-12-17 21:09:05.784+00",3310,"bt","mxn",1
"659","2020-12-17 21:09:05.176+00",3310,"bt","mxn",1
"660","2020-12-17 21:09:04.404+00",3310,"bt","mxn",1
"661","2020-12-17 20:59:25.261+00",3310,"bt","mxn",200
"662","2020-12-17 20:59:24.732+00",3310,"bt","mxn",200
"663","2020-12-17 20:59:23.951+00",3310,"bt","mxn",200
"664","2020-12-17 20:59:23.15+00",3310,"bt","mxn",200
"665","2020-12-17 20:59:06.108+00",3310,"bt","mxn",1
"666","2020-12-17 20:59:05.38+00",3310,"bt","mxn",1
"667","2020-12-17 20:59:04.54+00",3310,"bt","mxn",1
"668","2020-12-17 20:40:45.98+00",3310,"bt","mxn",200
"669","2020-12-17 20:40:44.935+00",3310,"bt","mxn",200
"670","2020-12-17 20:40:43.915+00",3310,"bt","mxn",200
"671","2020-12-17 20:40:42.502+00",3310,"bt","mxn",200
"672","2020-12-17 20:40:25.992+00",3310,"bt","mxn",1
"673","2020-12-17 20:40:25.403+00",3310,"bt","mxn",1
"674","2020-12-17 20:40:24.451+00",3310,"bt","mxn",1
"675","2020-12-17 20:25:15.593+00",3310,"bt","mxn",200
"676","2020-12-17 20:25:15.001+00",3310,"bt","mxn",200
"677","2020-12-17 20:25:14.161+00",3310,"bt","mxn",200
"678","2020-12-17 20:25:13.341+00",3310,"bt","mxn",200
"679","2020-12-17 20:25:01.474+00",3310,"bt","mxn",1
"680","2020-12-17 20:25:00.887+00",3310,"bt","mxn",1
"681","2020-12-17 20:24:59.956+00",3310,"bt","mxn",1
"682","2020-12-17 20:19:41.855+00",3310,"bt","mxn",200
"683","2020-12-17 20:19:41.312+00",3310,"bt","mxn",200
"684","2020-12-17 20:19:40.619+00",3310,"bt","mxn",200
"685","2020-12-17 20:19:39.893+00",3310,"bt","mxn",200
"686","2020-12-17 20:19:21.71+00",3310,"bt","mxn",1
"687","2020-12-17 20:19:21.123+00",3310,"bt","mxn",1
"688","2020-12-17 20:19:20.195+00",3310,"bt","mxn",1
"689","2020-12-17 20:01:04.464+00",3310,"bt","mxn",200
"690","2020-12-17 20:01:03.891+00",3310,"bt","mxn",200
"691","2020-12-17 20:01:03.121+00",3310,"bt","mxn",200
"692","2020-12-17 20:01:02.347+00",3310,"bt","mxn",200
"693","2020-12-17 20:00:39.75+00",3310,"bt","mxn",1
"694","2020-12-17 20:00:39.151+00",3310,"bt","mxn",1
"695","2020-12-17 20:00:38.117+00",3310,"bt","mxn",1
"696","2020-12-16 23:40:11.481+00",3310,"bt","mxn",200
"697","2020-12-16 23:40:10.884+00",3310,"bt","mxn",200
"698","2020-12-16 23:40:10.045+00",3310,"bt","mxn",200
"699","2020-12-16 23:40:09.294+00",3310,"bt","mxn",200
"700","2020-12-16 23:39:52.375+00",3310,"bt","mxn",1
"701","2020-12-16 23:39:51.699+00",3310,"bt","mxn",1
"702","2020-12-16 23:39:50.655+00",3310,"bt","mxn",1
"703","2020-12-16 22:38:03.54+00",3310,"bt","mxn",200
"704","2020-12-16 22:38:03.011+00",3310,"bt","mxn",200
"705","2020-12-16 22:38:02.205+00",3310,"bt","mxn",200
"706","2020-12-16 22:38:01.327+00",3310,"bt","mxn",200
"707","2020-12-16 22:37:44.749+00",3310,"bt","mxn",1
"708","2020-12-16 22:37:44.264+00",3310,"bt","mxn",1
"709","2020-12-16 22:37:43.224+00",3310,"bt","mxn",1
"710","2020-12-16 22:04:44.328+00",3310,"bt","mxn",200
"711","2020-12-16 22:04:43.759+00",3310,"bt","mxn",200
"712","2020-12-16 22:04:42.999+00",3310,"bt","mxn",200
"713","2020-12-16 22:04:42.209+00",3310,"bt","mxn",200
"714","2020-12-16 22:04:26.635+00",3310,"bt","mxn",1
"715","2020-12-16 22:04:26.074+00",3310,"bt","mxn",1
"716","2020-12-16 22:04:25.178+00",3310,"bt","mxn",1
"717","2020-12-16 21:53:27.974+00",3310,"bt","mxn",200
"718","2020-12-16 21:53:27.491+00",3310,"bt","mxn",200
"719","2020-12-16 21:53:26.669+00",3310,"bt","mxn",200
"720","2020-12-16 21:53:25.846+00",3310,"bt","mxn",200
"721","2020-12-16 21:53:09.483+00",3310,"bt","mxn",1
"722","2020-12-16 21:53:08.869+00",3310,"bt","mxn",1
"723","2020-12-16 21:53:07.771+00",3310,"bt","mxn",1
"724","2020-12-16 21:41:55.332+00",3310,"bt","mxn",200
"725","2020-12-16 21:41:54.553+00",3310,"bt","mxn",200
"726","2020-12-16 21:41:53.88+00",3310,"bt","mxn",200
"727","2020-12-16 21:41:53.18+00",3310,"bt","mxn",200
"728","2020-12-16 21:41:36.55+00",3310,"bt","mxn",1
"729","2020-12-16 21:41:35.994+00",3310,"bt","mxn",1
"730","2020-12-16 21:41:34.94+00",3310,"bt","mxn",1
"731","2020-12-16 19:41:53.251+00",3310,"bt","mxn",200
"732","2020-12-16 19:41:52.708+00",3310,"bt","mxn",200
"733","2020-12-16 19:41:51.924+00",3310,"bt","mxn",200
"734","2020-12-16 19:41:51.127+00",3310,"bt","mxn",200
"735","2020-12-16 19:41:28.19+00",3310,"bt","mxn",1
"736","2020-12-16 19:41:27.591+00",3310,"bt","mxn",1
"737","2020-12-16 19:41:26.66+00",3310,"bt","mxn",1
"738","2020-12-16 18:01:30.604+00",3310,"bt","mxn",200
"739","2020-12-16 18:01:30.024+00",3310,"bt","mxn",200
"740","2020-12-16 18:01:29.335+00",3310,"bt","mxn",200
"741","2020-12-16 18:01:28.596+00",3310,"bt","mxn",200
"742","2020-12-16 18:01:03.866+00",3310,"bt","mxn",1
"743","2020-12-16 18:01:03.09+00",3310,"bt","mxn",1
"744","2020-12-16 18:01:02.216+00",3310,"bt","mxn",1
"745","2020-12-16 02:18:14.673+00",3310,"bt","mxn",200
"746","2020-12-16 02:18:14.174+00",3310,"bt","mxn",200
"747","2020-12-16 02:18:13.453+00",3310,"bt","mxn",200
"748","2020-12-16 02:18:12.68+00",3310,"bt","mxn",200
"749","2020-12-16 02:17:55.624+00",3310,"bt","mxn",1
"750","2020-12-16 02:17:55.083+00",3310,"bt","mxn",1
"751","2020-12-16 02:17:54.137+00",3310,"bt","mxn",1
"752","2020-12-16 01:20:05.151+00",3310,"bt","mxn",200
"753","2020-12-16 01:20:04.688+00",3310,"bt","mxn",200
"754","2020-12-16 01:20:03.966+00",3310,"bt","mxn",200
"755","2020-12-16 01:20:03.249+00",3310,"bt","mxn",200
"756","2020-12-16 01:19:45.906+00",3310,"bt","mxn",1
"757","2020-12-16 01:19:45.422+00",3310,"bt","mxn",1
"758","2020-12-16 01:19:44.504+00",3310,"bt","mxn",1
"759","2020-12-16 01:03:22.068+00",3310,"bt","mxn",200
"760","2020-12-16 01:03:21.559+00",3310,"bt","mxn",200
"761","2020-12-16 01:03:20.834+00",3310,"bt","mxn",200
"762","2020-12-16 01:03:19.877+00",3310,"bt","mxn",200
"763","2020-12-16 01:03:01.235+00",3310,"bt","mxn",1
"764","2020-12-16 01:03:00.615+00",3310,"bt","mxn",1
"765","2020-12-16 01:02:59.257+00",3310,"bt","mxn",1
"766","2020-12-16 00:46:50.108+00",3310,"bt","mxn",200
"767","2020-12-16 00:46:49.614+00",3310,"bt","mxn",200
"768","2020-12-16 00:46:48.896+00",3310,"bt","mxn",200
"769","2020-12-16 00:46:48.099+00",3310,"bt","mxn",200
"770","2020-12-16 00:46:30.949+00",3310,"bt","mxn",1
"771","2020-12-16 00:46:30.412+00",3310,"bt","mxn",1
"772","2020-12-16 00:46:29.312+00",3310,"bt","mxn",1
"773","2020-12-16 00:17:28.067+00",3310,"bt","mxn",200
"774","2020-12-16 00:17:27.57+00",3310,"bt","mxn",200
"775","2020-12-16 00:17:26.799+00",3310,"bt","mxn",200
"776","2020-12-16 00:17:26.072+00",3310,"bt","mxn",200
"777","2020-12-16 00:17:09.125+00",3310,"bt","mxn",1
"778","2020-12-16 00:17:08.57+00",3310,"bt","mxn",1
"779","2020-12-16 00:17:07.673+00",3310,"bt","mxn",1
"780","2020-12-15 23:50:11.378+00",3310,"bt","mxn",200
"781","2020-12-15 23:50:10.74+00",3310,"bt","mxn",200
"782","2020-12-15 23:50:09.966+00",3310,"bt","mxn",200
"783","2020-12-15 23:50:09.051+00",3310,"bt","mxn",200
"784","2020-12-15 23:49:52.154+00",3310,"bt","mxn",1
"785","2020-12-15 23:49:51.70+00",3310,"bt","mxn",1
"786","2020-12-15 23:49:50.873+00",3310,"bt","mxn",1
"787","2020-12-15 17:59:11.982+00",3310,"bt","mxn",200
"788","2020-12-15 17:59:11.324+00",3310,"bt","mxn",200
"789","2020-12-15 17:59:10.533+00",3310,"bt","mxn",200
"790","2020-12-15 17:59:09.74+00",3310,"bt","mxn",200
"791","2020-12-15 17:58:49.973+00",3310,"bt","mxn",1
"792","2020-12-15 17:58:49.473+00",3310,"bt","mxn",1
"793","2020-12-15 17:58:48.583+00",3310,"bt","mxn",1
"794","2020-12-14 21:26:12.909+00",3310,"bt","mxn",200
"795","2020-12-14 21:26:12.433+00",3310,"bt","mxn",200
"796","2020-12-14 21:26:11.478+00",3310,"bt","mxn",200
"797","2020-12-14 21:26:10.701+00",3310,"bt","mxn",200
"798","2020-12-14 21:25:54.454+00",3310,"bt","mxn",1
"799","2020-12-14 21:25:53.954+00",3310,"bt","mxn",1
"800","2020-12-14 21:25:53.018+00",3310,"bt","mxn",1
"801","2020-12-14 20:32:37.105+00",3310,"bt","mxn",200
"802","2020-12-14 20:32:36.639+00",3310,"bt","mxn",200
"803","2020-12-14 20:32:35.988+00",3310,"bt","mxn",200
"804","2020-12-14 20:32:29.148+00",3310,"bt","mxn",200
"805","2020-12-14 20:32:12.863+00",3310,"bt","mxn",1
"806","2020-12-14 20:32:12.05+00",3310,"bt","mxn",1
"807","2020-12-14 20:32:11.301+00",3310,"bt","mxn",1
"808","2020-12-14 20:00:26.935+00",3310,"bt","mxn",200
"809","2020-12-14 20:00:26.407+00",3310,"bt","mxn",200
"810","2020-12-14 20:00:25.742+00",3310,"bt","mxn",200
"811","2020-12-14 20:00:25.062+00",3310,"bt","mxn",200
"812","2020-12-14 20:00:08.786+00",3310,"bt","mxn",1
"813","2020-12-14 20:00:08.285+00",3310,"bt","mxn",1
"814","2020-12-14 20:00:07.672+00",3310,"bt","mxn",1
"815","2020-12-14 19:17:22.271+00",3310,"bt","mxn",200
"816","2020-12-14 19:17:21.703+00",3310,"bt","mxn",200
"817","2020-12-14 19:17:20.954+00",3310,"bt","mxn",200
"818","2020-12-14 19:17:20.201+00",3310,"bt","mxn",200
"819","2020-12-14 19:17:02.774+00",3310,"bt","mxn",1
"820","2020-12-14 19:17:02.261+00",3310,"bt","mxn",1
"821","2020-12-14 19:17:01.348+00",3310,"bt","mxn",1
"822","2020-12-14 14:13:05.102+00",3310,"bt","mxn",200
"823","2020-12-14 14:13:04.591+00",3310,"bt","mxn",200
"824","2020-12-14 14:13:03.867+00",3310,"bt","mxn",200
"825","2020-12-14 14:13:03.244+00",3310,"bt","mxn",200
"826","2020-12-14 14:12:44.866+00",3310,"bt","mxn",1
"827","2020-12-14 14:12:44.174+00",3310,"bt","mxn",1
"828","2020-12-14 14:12:43.45+00",3310,"bt","mxn",1
"829","2020-12-14 13:49:29.386+00",3310,"bt","mxn",200
"830","2020-12-14 13:49:28.894+00",3310,"bt","mxn",200
"831","2020-12-14 13:49:28.202+00",3310,"bt","mxn",200
"832","2020-12-14 13:49:27.461+00",3310,"bt","mxn",200
"833","2020-12-14 13:49:06.77+00",3310,"bt","mxn",1
"834","2020-12-14 13:49:06.043+00",3310,"bt","mxn",1
"835","2020-12-14 13:49:05.421+00",3310,"bt","mxn",1
"836","2020-12-12 02:20:08.558+00",3310,"bt","mxn",200
"837","2020-12-12 02:20:08.085+00",3310,"bt","mxn",200
"838","2020-12-12 02:20:07.387+00",3310,"bt","mxn",200
"839","2020-12-12 02:20:06.604+00",3310,"bt","mxn",200
